"Hillnumber","Hillname","_Section","Classification","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude"
"2251","Pen Twyn Mawr","32.1","N","658","2159","SO242267","SO 24228 26728","","643","15","no feature 15m NE of cairn","","Abney level","28/10/01 00:00:00","","161","13N   ","324226","226723","51.93384","-3.10354"
"2252","Allt Lwyd","32.1","sHew,N","654","2146","SO078189","","SO075191","626","28","","","","28/10/01 00:00:00","","160","12E   ","307800","218900","51.86104","-3.3403"
"2253","Pen Twyn Glas","32.1","sHew,N","646","2119","SO213257","SO 21303 25739","SO208254","625","21","small cairn","","obvious summit","28/10/01 00:00:00","","161","13N   ","321301","225734","51.92455","-3.14585"
"2254","Black Mountain South Top","32.1","N","637","2090","SO267322","SO 26712 32268","","622","15","small cairn","ground 35m SW at SO 26685 32250 is probably lower","","08/06/09 00:00:00","","161","13N   ","326710","232263","51.98398","-3.0686"
"2255","Garreg Las [Twyn Swnd]","32.1","Hew,N","635","2083","SN777203","SN 77744 20333","SN786213","543","92","northerly of two ancient cairns","25m ESE of ancient cairn ground is higher than visible base of cairn","Abney level","28/10/01 00:00:00","","160","12W   ","277741","220328","51.8681","-3.77711"
"2256","Fan Llia","32.1","Hew,N","632","2073","SN938186","SN 93837 18616","SN946210","533","99","single stone","","obvious summit","28/10/01 00:00:00","","160","12E   ","293835","218611","51.85596","-3.54293"
"2257","Fan Frynych","32.1","Hew,N","629","2064","SN957227","SN 95796 22791","SN966202","555","74","trig point","","obvious summit","10/03/07 00:00:00","","160","12E   ","295794","222786","51.89386","-3.51576"
"2258","Craig Cerrig-gleisiad","32.1","Hew,N","629","2064","SN960217","SN 96071 21803","SN959220","580","49","cairn","","Abney level","28/10/01 00:00:00","","160","12E   ","296069","221798","51.88503","-3.51146"
"2259","Y Gyrn","32.1","sHew,N","619","2031","SN988215","SN 98862 21598","SN992221","595","24","small pile of stones topped with two upright wooden posts","","","10/03/07 00:00:00","","160","12E   ","298860","221593","51.8837","-3.47087"
"2260","Cefn yr Ystrad","32.1","Ma,Hew,N","617","2024","SO088136","SO 08802 13628","SO052172","439","178","ancient cairn","base of cairn is 80cm above trig point FB (SO 08697 13736)","Abney level","20/11/09 00:00:00","","160","12E   ","308800","213623","51.81378","-3.32439"
"2261","Garreg Lwyd [Moel Gornach]","32.1","Hew,N,Hu","616","2021","SN740179","SN 74040 17930","SN766185","512","104","ancient cairn","13m NNE of trig point","Abney level","28/10/01 00:00:00","","160","12W   ","274037","217925","51.84568","-3.83"
"2262","Pen-y-Garn Fawr","32.1","xN","616","2021","SO278311","","","599","12","","","","08/06/09 00:00:00","","161","13N   ","327800","231100","51.97367","-3.05249"
"2263","Mynydd Troed","32.1","Ma,sHew,5","609","1998","SO165292","SO 16568 29236","SO172300","323","286","trig point","","","28/10/01 00:00:00","","161","13N   ","316566","229231","51.95529","-3.21555"
"2264","Yr Allt","32.1","sHew,5","604","1982","SN905200","SN 90519 20054","SN900195","564","40","tiny cairn 20m N of fence corner","","obvious summit","28/10/01 00:00:00","","160","12E   ","290517","220049","51.86824","-3.59154"
"2265","Foel Fraith","32.1","sHew,5","602","1975","SN756183","SN 75680 18310","SN749179","525","77","no feature","","Abney level","10/03/07 00:00:00","","160","12W   ","275677","218305","51.84946","-3.80634"
"2266","Sugar Loaf","32.1","Ma,5","596","1955","SO272187","SO 27254 18771","SO297212","183","413","trig point","semi-circle of rocks slightly higher than worn ground at trig point base","Abney level","28/10/01 00:00:00","","161","13S   ","327252","218766","51.86272","-3.05785"
"2267","Tor y Foel","32.1","Ma,5","551","1808","SO114194","SO 11454 19496","SO102177","394","157","grass 4m from a flattened cairn","","Abney level","28/10/01 00:00:00","","161","13S   ","311452","219491","51.86696","-3.28737"
"2268","Mynydd Llangorse","32.1","Ma,5","515","1690","SO159266","SO 15938 26704","SO161283","354","161","no feature","","Abney level","28/10/01 00:00:00","","161","13N   ","315936","226699","51.93154","-3.22458"
"2269","Ysgyryd Fawr","32.1","Ma","486","1594","SO331182","SO 33118 18283","SO319196","142","344","rock 3m E of trig point","","Abney level","28/10/01 00:00:00","","161","13S   ","333116","218278","51.85907","-2.97264"
"2270","Mynydd Eppynt [Mynydd Epynt]","32.1","Ma","478","1568","SN961464","SN 96127 46434","SN840432","279","199","short concrete marker","","obvious summit","20/11/09 00:00:00","","147","188","296124","246429","52.10641","-3.51813"
"2271","Mynydd Bwlch-y-Groes","32.1","sMa,Hu","442","1450","SN868356","SN 86860 35629","SN891383","302","140","trig point: OS measurement","","","28/10/01 00:00:00","","160","12W 187S  ","286857","235624","52.00749","-3.6498"
"2272","Graig Syfyrddin [Edmund's Tump]","32.1","Ma","423","1388","SO403210","SO 40393 21071","SO388216","188","235","trig point","","Abney level","28/10/01 00:00:00","","161","189","340391","221066","51.88496","-2.86749"
"2273","Allt yr Esgair","32.1","Ma","393","1289","SO126243","SO 12614 24360","SO142226","188","205","rocky knoll","","Abney level","28/10/01 00:00:00","","161","13N 13S  ","312612","224355","51.91084","-3.27181"
"2274","Bryn Arw","32.1","Ma","384","1260","SO301206","SO 30160 20700","SO291204","228","156","no feature","","","28/10/01 00:00:00","","161","13S   ","330158","220695","51.88043","-3.01605"
"2275","Bryn Arw (old GR)","32.1","xMa","381","1250","SO304197","SO 30446 19735","SO303200","375","6","small stone pillar on flat bracken-covered top","","","20/11/09 00:00:00","","161","13S   ","330444","219730","51.87179","-3.0117"
"2276","Myarth","32.1","Ma","292","958","SO170208","SO 17099 20842","SO153210","128","164","ground by loose standing rock in trees","note: trees limit visibility to 20m; summit position cannot be certain","Abney level","28/10/01 00:00:00","","161","13S   ","317097","220837","51.87987","-3.20616"
"2277","Hirfynydd","32.2","Ma","481","1578","SN839076","SN 83949 07614","SN845107","235","246","rock 20m W of trig point","trig point is at SN 83928 07606","obvious summit","28/10/01 00:00:00","","160","12W   ","283946","207609","51.75504","-3.68307"
"2278","Mynydd Marchywel","32.2","Ma","418","1371","SN768037","SN 76823 03773","SN789085","155","263","trig point: OS measurement","","","28/10/01 00:00:00","","170","165","276820","203768","51.71907","-3.78459"
"2279","Trichrug","32.2","Ma","415","1362","SN698229","SN 69893 22926","SN697198","224","191","trig point","","","15/01/03 00:00:00","","160","12W   ","269890","222921","51.88962","-3.89205"
"2280","Mynydd y Betws","32.2","Ma,CoU","373","1224","SN664094","SN 66477 09466","SN699095","168","205","no feature: on path to iron age earthwork","","","08/06/09 00:00:00","","159","165 178  ","266474","209461","51.76786","-3.93647"
"2281","Mynydd Uchaf","32.2","Ma","357","1171","SN715103","SN 71571 10315","SN739135","175","182","no feature","","Abney level","28/10/01 00:00:00","","160","12W 165  ","271568","210310","51.77668","-3.863"
"2282","Mynydd Allt-y-grug","32.2","Ma","338","1109","SN750079","SN 75097 07932","SN758102","148","190","no feature","","Abney level","28/10/01 00:00:00","Alternative summit 338m at SN753081","160","165","275094","207927","51.7558","-3.81241"
"2283","Mynydd Sylen","32.2","Ma","284","932","SN515080","SN 51537 08012","SN620178","75","209","trig point","","","28/10/01 00:00:00","","159","178","251534","208007","51.75103","-4.1522"
"2284","Mynydd Drumau","32.2","Ma","272","892","SN725001","SN 72505 00181","SN736021","101","171","trig point","","obvious summit","28/10/01 00:00:00","","170","165","272502","200176","51.68582","-3.84577"
"2285","Mynydd Llangyndeyrn","32.2","Ma","263","863","SN482132","SN 48238 13274","SN524137","93","170","rock 3m SSE of trig point","35cm higher than flush bracket on trig point","Abney level","22/12/07 00:00:00","","159","178","248235","213269","51.79743","-4.20226"
"2286","Rhossili Down - The Beacon","32.2","sMa,Hu","193","633","SS419888","SS 41999 88865","SS464892","49","144","trig point: OS measurement","","","28/03/10 00:00:00","","159","164","241996","188860","51.5764","-4.2816"
"2287","Kilvey Hill","32.2","sMa,Hu","193","633","SS671940","SS 67130 94025","SS701974","53","140","trig point: OS measurement","","","28/10/01 00:00:00","","159","165","267127","194020","51.62926","-3.92112"
"2288","Craig y Llyn","32.3","Ma,sHew,5,CoH,CoA,CoU","600","1969","SN906031","SN 90689 03155","SN943062","208","392","trig point: OS measurement","","","28/10/01 00:00:00","","170","166W   ","290686","203150","51.71639","-3.58376"
"2289","Coity Mountain [Coety Mountain]","32.3","Ma,5,CoU","578","1896","SO231079","SO 23160 07996","SO192115","347","231","no feature: grassy rise","ground 190m SSE at SO 23257 07831 is about 0.5m lower","Abney level","28/10/01 00:00:00","1:50000 map has 581m spot 50m to the north. There is only one summit. Neighbouring spot heights are 2-3m lower at 1:25000 than on the 1:50000 map, which are probablyfrom the First Series survey","161","13S   ","323158","207991","51.76532","-3.11492"
"2290","Mynydd Carn-y-cefn","32.3","Ma,5","550","1804","SO187084","SO 18721 08503","SO174115","374","176","no feature 6m NNE of trig point","alternative summit 115m SE at SO 18803 08424","Abney level","28/10/01 00:00:00","","161","13S 166E  ","318719","208498","51.76923","-3.17933"
"2291","Mynydd Gethin","32.3","sMa,Hu","491","1611","SO044025","SO 04425 02519","SO003103","346","145","trig point: OS measurement","","","28/10/01 00:00:00","","170","166E   ","304423","202514","51.71319","-3.3848"
"2292","Mynydd Twyn-glas","32.3","Ma","472","1549","ST259978","ST 25997 97816","ST227988","219","253","trig point: OS measurement","","","28/10/01 00:00:00","","171","152","325995","197811","51.67418","-3.07163"
"2293","Cefn Eglwysilan","32.3","Ma","382","1253","ST097905","ST 09711 90511","ST120956","147","235","trig point: OS measurement","","","28/10/01 00:00:00","alternative summit at ST99911","171","166E   ","309709","190506","51.60613","-3.30521"
"2294","Mynydd y Lan","32.3","Ma","381","1250","ST208923","","ST198966","166","215","","","","28/10/01 00:00:00","","171","152 166E  ","320800","192300","51.62393","-3.1455"
"2295","Mynydd y Glyn","32.3","Ma","377","1237","ST031896","","ST002906","195","182","","","","28/10/01 00:00:00","","170","166E   ","303100","189600","51.59688","-3.40036"
"2296","Foel Fynyddau","32.3","Ma","370","1214","SS782935","SS 78283 93597","SS775953","148","222","trig point","","","10/03/07 00:00:00","","170","165","278280","193592","51.62794","-3.75992"
"2297","Mynydd Machen","32.3","Ma","362","1188","ST223900","ST 22380 90015","ST168949","177","185","trig point: OS measurement","","","28/10/01 00:00:00","","171","152","322378","190010","51.60356","-3.1222"
"2298","Wentwood","32.3","Ma,CoU","309","1014","ST411943","ST 41134 94309","SO444084","69","240","trig point: OS measurement","","","28/10/01 00:00:00","","171 172","14W 152  ","341132","194304","51.64444","-2.85216"
"2299","Garth Hill","32.3","Ma,CoU","307","1007","ST103835","ST 10342 83505","ST098858","96","211","trig point on ancient mound","","","28/10/01 00:00:00","","171","151E   ","310340","183500","51.54325","-3.29431"
"2300","Craig yr Allt","32.3","Ma","273","896","ST133850","","ST136859","119","154","","","","28/10/01 00:00:00","","171","151E   ","313300","185000","51.5572","-3.25201"
"2301","Mynydd Dinas","32.3","Ma","258","846","SS760915","SS 76077 91546","SS762922","106","152","trig point","","","28/10/01 00:00:00","","170","165","276074","191541","51.60903","-3.79105"
"2302","The Cheviot","33","Ma,Hew,N,CoH,CoA,CoU","815","2674","NT909205","NT 90904 20521","NT403006","259","556","trig point: OS measurement","","","28/10/01 00:00:00","","74 75","16E   ","390905","620525","55.47846","-2.14546"
"2303","Cairn Hill","33","xDT,xN","776","2546","NT903195","NT 90370 19520","","766","10","small cairn","about 20cm higher than ancient cairn","Abney level","10/03/07 00:00:00","","80","16E   ","390371","619524","55.46945","-2.15387"
"2304","Hangingstone Hill","33","","743","2438","NT895193","NT 89570 19299","NT897194","738","5","no feature; heather","","Abney level","08/06/09 00:00:00","same hill as 1846 so has been redesignated as Unclassified","80","16E   ","389571","619303","55.46745","-2.16651"
"2305","Auchope Cairn","33","xDT,xN","726","2382","NT890198","NT 89087 19835","","717","9","cairn","adjacent to South currick","Abney level","10/03/07 00:00:00","","80","16E   ","389088","619839","55.47226","-2.17417"
"2306","Hedgehope Hill","33","sMa,Hew,N,Hu","714","2343","NT943197","NT 94386 19785","NT932192","566","148","trig point on ancient cairn","","Abney level","15/01/03 00:00:00","","80","16E   ","394387","619789","55.4719","-2.09035"
"2307","Comb Fell","33","Hew,N","652","2139","NT924187","NT 92414 18732","NT909187","583","69","thick fence post","at bend in fence","Abney level","28/10/01 00:00:00","","80","16E   ","392415","618736","55.46241","-2.12152"
"2308","Windy Gyle","33","D,Hew,N,GTC,Hu","619","2031","NT855152","NT 85538 15211","NT878168","506","113","trig point","trig point on Russell's cairn; ground 50m SE nearly as high","Abney level","28/10/01 00:00:00","Technically, this is a Graham Top of a Hewitt, as its parent is The Cheviot which is in England","80","16E   ","385539","615214","55.43061","-2.23007"
"2309","Cushat Law","33","sMa,Hew,N,Hu","615","2018","NT928137","NT 92816 13746","NT904157","468","147","small cairn","wind shelter on lower ground although top stones higher than cairn","Abney level","28/10/01 00:00:00","","80","16E   ","392817","613749","55.4176","-2.11503"
"2310","Bloodybush Edge","33","Hew,N,Hu","610","2001","NT902143","NT 90223 14341","NT913143","496","114","trig point","ground to N just over fence about as high","Abney level","28/10/01 00:00:00","","80","16E   ","390224","614344","55.42291","-2.15601"
"2311","Peel Fell","33","Ma,sHew,5","602","1975","NY625997","NY 62591 99719","NT722073","406","196","no feature near cairn","ground to NW is thought to be lower","","08/06/09 00:00:00","Changed from NY624997.  New grid ref refers to cairn marked on 1:50,000 map","80","42W   ","362591","599722","55.29019","-2.5906"
"2312","The Schil","33","sHew,5,Hu","601","1972","NT869223","","NT871211","467","134","","","","28/10/01 00:00:00","","74","16E   ","386900","622300","55.49431","-2.2089"
"2313","Sighty Crag","33","Ma,5","520","1706","NY601809","NY 60135 80918","NY601972","225","295","rock outcrop","5m W of trig point and 1m above FB","Abney level","28/10/01 00:00:00","","80","42W   ","360135","580921","55.12106","-2.62661"
"2314","Shillhope Law","33","Ma,5","501","1644","NT873096","NT 87309 09677","NT874129","343","158","trig point","","","28/10/01 00:00:00","","80","16E   ","387310","609680","55.38093","-2.20183"
"2315","Tosson Hill","33","Ma","440","1444","NZ004982","NZ 00481 98243","NY948942","193","247","trig point: OS measurement","","","10/03/07 00:00:00","","81","42E   ","400482","598246","55.27836","-1.99397"
"2316","Long Crag","33","Ma","319","1047","NU062069","NU 06223 06932","NU035076","150","169","trig point","","","28/10/01 00:00:00","Alternative summit 319m at NU064069","81","332","406224","606935","55.35639","-1.90339"
"2317","Ros Hill","33","Ma","315","1033","NU081253","NU 08104 25319","NU069161","93","222","no feature; heather","8m from trig point on far side of wall","Abney level","28/10/01 00:00:00","","75","340","408105","625323","55.52159","-1.8732"
"2318","Housedon Hill","33","Ma","266","873","NT902329","NT 90219 32901","NT855345","84","182","no feature","","","08/06/09 00:00:00","Alternative summit at NT902327, height 266m on 1:25k map. See Database Notes","74 75","339E   ","390220","632905","55.58968","-2.15673"
"2319","Skiddaw","34.1","Ma,Hew,N,W,B","931","3054","NY260290","NY 26043 29087","NY368310","222","709","trig point","","","28/10/01 00:00:00","","89 90","4S   ","326042","529088","54.65145","-3.14776"
"2320","Blencathra - Hallsfell Top","34.1","Ma,Hew,N,W,B","868","2848","NY323277","NY 32346 27709","NY295289","407","461","circular trig point","","","08/06/09 00:00:00","","90","5S   ","332345","527710","54.63996","-3.04977"
