Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
2833,37,Bishop Wilton Wold,37,The River Tees to The Wash,,248,814,106,294,SE821570,TA110780,43,205,SE 82182 57026,tree-covered tumulus in field,tumulus is 100m to E of trig point (SE 82089 56976) and appears to be 2-3m higher,,,"Ma,CoH,CoA,CoU","Yorkshire, East Riding(CoH); Humberside(CoA); Yorkshire E Riding(CoU)",20-Nov-09,height change; relocated from trig point,482184,457024,54.00273,-0.74765,"http://www.streetmap.co.uk/newmap.srf?x=482184&y=457024&z=3&sv=482184,457024&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SE821570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2834,37,Eston Nab,37,The River Tees to The Wash,,242,794,93,26N 306,NZ568183,NZ580156,94,148,NZ 56841 18321,trig point: OS measurement,,,,"sMa,Hu",,28-Oct-01,,456843,518321,54.55696,-1.12259,"http://www.streetmap.co.uk/newmap.srf?x=456843&y=518321&z=3&sv=456843,518321&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NZ568183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2835,37,Seamer Beacon,37,The River Tees to The Wash,,189,620,101,27S 301,TA008876,SE991893,43,146,,,,,,"sMa,Hu",,28-Oct-01,,500800,487600,54.27413,-0.4535,"http://www.streetmap.co.uk/newmap.srf?x=500800&y=487600&z=3&sv=500800,487600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=TA008876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2836,37,Normanby Top [The Wolds],37,The River Tees to The Wash,,168,551,113,282 284,TF121964,SK887739,6,162,TF 12110 96470,trig point: OS measurement,,,,"Ma,CoH,CoA,CoU","Lincolnshire, Parts of Lindsey(CoH); Lincolnshire(CoA); Lincolnshire(CoU)",10-May-05,,512112,396466,53.45306,-0.31316,"http://www.streetmap.co.uk/newmap.srf?x=512112&y=396466&z=3&sv=512112,396466&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=TF121964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2837,38.1,Brown Clee Hill,38A,Shropshire,,540,1772,137 138,217,SO593867,SO610954,167,373,SO 59376 86707,heathery mound near masts,150m N of trig point (SO 59365 86555) and about 1m higher,Abney level,,"Ma,5,CoH,CoA,CoU",Shropshire(CoH); Shropshire(CoA); Shropshire(CoU),28-Oct-01,,359374,286702,52.47674,-2.59956,"http://www.streetmap.co.uk/newmap.srf?x=359374&y=286702&z=3&sv=359374,286702&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO593867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
2838,38.1,Stiperstones,38A,Shropshire,,536,1759,137,216 217,SO367986,SO345910,179,357,SO 36755 98647,trig point,,obvious summit,,"Ma,5",,28-Oct-01,,336753,298643,52.58191,-2.93486,"http://www.streetmap.co.uk/newmap.srf?x=336753&y=298643&z=3&sv=336753,298643&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO367986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2839,38.1,Titterstone Clee Hill,38A,Shropshire,,533,1749,137 138,203,SO591779,SO596796,301,232,SO 59141 77954,trig point,,,,"Ma,5",,28-Oct-01,,359139,277949,52.39804,-2.60195,"http://www.streetmap.co.uk/newmap.srf?x=359139&y=277949&z=3&sv=359139,277949&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO591779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2840,38.1,Long Mynd - Pole Bank,38A,Shropshire,,516,1693,137,217,SO415944,SO401997,324,192,SO 41522 94443,trig point,,,,"Ma,5",,28-Oct-01,,341520,294438,52.54466,-2.86377,"http://www.streetmap.co.uk/newmap.srf?x=341520&y=294438&z=3&sv=341520,294438&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO415944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2841,38.1,Caer Caradoc Hill,38A,Shropshire,,459,1506,137 138,217,SO477953,SO456936,188,271,SO 47747 95395,rock outcrop,,Abney level,,Ma,,28-Oct-01,,347745,295390,52.55385,-2.77213,"http://www.streetmap.co.uk/newmap.srf?x=347745&y=295390&z=3&sv=347745,295390&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO477953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2842,38.1,Heath Mynd,38A,Shropshire,,452,1483,137,216,SO335940,SO324944,262,190,SO 33560 94084,trig point,,,,Ma,,28-Oct-01,,333558,294079,52.54052,-2.98109,"http://www.streetmap.co.uk/newmap.srf?x=333558&y=294079&z=3&sv=333558,294079&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO335940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2843,38.1,The Wrekin,38A,Shropshire,,407,1335,127,242,SJ628080,SJ813211,97,310,SJ 62807 08099,trig point,,,,"Ma,CoU",Telford and Wrekin(CoU),20-Nov-09,"Col grid ref, col height and drop corrected",362805,308095,52.66929,-2.55146,"http://www.streetmap.co.uk/newmap.srf?x=362805&y=308095&z=3&sv=362805,308095&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ628080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2844,38.1,Ragleth Hill,38A,Shropshire,,398,1306,137 138,217,SO454921,SO468933,256,142,SO 45405 92104,grassy mound,,obvious summit,,"sMa,Hu",,28-Oct-01,,345403,292099,52.52404,-2.80613,"http://www.streetmap.co.uk/newmap.srf?x=345403&y=292099&z=3&sv=345403,292099&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO454921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2845,38.1,Sunnyhill,38A,Shropshire,,393,1289,137,216,SO327837,SO297833,247,146,SO 32755 83810,highest point of wall,,obvious summit,,"sMa,Hu",,28-Oct-01,,332753,283805,52.44807,-2.99088,"http://www.streetmap.co.uk/newmap.srf?x=332753&y=283805&z=3&sv=332753,283805&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO327837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2846,38.1,Burrow,38A,Shropshire,,358,1175,137,216 217,SO381830,SO378876,169,189,SO 38114 83090,grassy knoll,ground 55m W at SO 38070 83100 may be as high,,,Ma,,28-Oct-01,,338112,283085,52.44223,-2.9119,"http://www.streetmap.co.uk/newmap.srf?x=338112&y=283085&z=3&sv=338112,283085&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO381830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2847,38.1,Callow Hill,38A,Shropshire,,336,1102,137 138,217,SO460850,SO531951,182,154,SO 46058 85041,tower west corner,ground 30m NE (SO 46080 85065) is about as high; note trig point 120m SW at SO 45980 84955 is lower,,,Ma,,3-Jul-09,height change,346056,285036,52.46061,-2.79536,"http://www.streetmap.co.uk/newmap.srf?x=346056&y=285036&z=3&sv=346056,285036&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO460850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2848,38.1,View Edge,38A,Shropshire,,321,1053,137,217,SO422809,SO409819,154,167,SO 42285 80988,mound in trees,near fence corner: trees hamper GPS measurement,,,Ma,,28-Oct-01,,342283,280983,52.42379,-2.85018,"http://www.streetmap.co.uk/newmap.srf?x=342283&y=280983&z=3&sv=342283,280983&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO422809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2849,38.1,Earl's Hill,38A,Shropshire,,319.5,1048,126,241S,SJ409048,SJ 40192 03525,173.47,146.05,SJ 40949 04842,no feature: ground 2m N of trig point,ground as high as trig base: trig point set in small depression: rocks 20m N are 13cm lower,Leica NA730/Leica 530,,"sMa,Hu",,20-Nov-09,Col grid ref updated.  Trig point is 320m and flush bracket is 32cm above summit.  SubMarilyn status confirmed by survey with Leica 530 differential GPS,340947,304838,52.63807,-2.87408,"http://www.streetmap.co.uk/newmap.srf?x=340947&y=304838&z=3&sv=340947,304838&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SJ409048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2850,38.2,Merbach Hill,38B,"West Gloucestershire, Hereford & Worcester",,318,1043,148 161,13N 201S,SO303447,SO300431,174,144,SO 30351 44723,trig point: OS measurement,,,,"sMa,Hu",,28-Jan-04,,330349,244718,52.09641,-3.01816,"http://www.streetmap.co.uk/newmap.srf?x=330349&y=244718&z=3&sv=330349,244718&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO303447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2851,38.2,Buck Stone,38B,"West Gloucestershire, Hereford & Worcester",,279,915,162,14W,SO541122,SO613142,134,145,SO 54181 12266,trig point: OS measurement,,,,"sMa,Hu",,28-Jan-04,,354179,212261,51.8071,-2.66599,"http://www.streetmap.co.uk/newmap.srf?x=354179&y=212261&z=3&sv=354179,212261&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO541122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2852,38.2,Coppet Hill,38B,"West Gloucestershire, Hereford & Worcester",,201,659,162,14E 14W,SO577183,SO575193,61,140,SO 57735 18352,ruined wall S of trig point at edge of woods,,,,"sMa,Hu",,3-Jul-09,height change,357733,218347,51.8621,-2.61519,"http://www.streetmap.co.uk/newmap.srf?x=357733&y=218347&z=3&sv=357733,218347&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO577183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2853,38.2,Hergest Ridge,38B,"West Gloucestershire, Hereford & Worcester",,426,1398,148,201S,SO254562,SO220555,268,158,SO 25437 56265,boulders,about 230m West of trig point: spot height marked in wrong position on map,simple level,,Ma,,28-Oct-01,,325435,256260,52.19952,-3.09242,"http://www.streetmap.co.uk/newmap.srf?x=325435&y=256260&z=3&sv=325435,256260&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO254562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2854,38.2,Worcestershire Beacon,38B,"West Gloucestershire, Hereford & Worcester",,425,1394,150,190,SO768452,SO502658,88,337,SO 76884 45224,trig point,,,,"Ma,CoH,CoU",Worcestershire(CoH); Worcestershire(CoU),28-Oct-01,,376882,245219,52.10482,-2.33893,"http://www.streetmap.co.uk/newmap.srf?x=376882&y=245219&z=3&sv=376882,245219&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO768452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2855,38.2,Bradnor Hill,38B,"West Gloucestershire, Hereford & Worcester",,391,1283,148,201S,SO282584,SO233586,213,178,SO 28238 58447,rock near 8th tee,,,,Ma,,28-Oct-01,,328236,258442,52.21951,-3.05191,"http://www.streetmap.co.uk/newmap.srf?x=328236&y=258442&z=3&sv=328236,258442&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO282584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2856,38.2,High Vinnalls,38B,"West Gloucestershire, Hereford & Worcester",,375,1230,137 138 148,203,SO477724,SO430669,127,248,SO 47795 72409,knoll,2m from seat and by NW fence post of fence around tower,,,Ma,,10-Mar-07,,347793,272404,52.34722,-2.76782,"http://www.streetmap.co.uk/newmap.srf?x=347793&y=272404&z=3&sv=347793,272404&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO477724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2857,38.2,Garway Hill,38B,"West Gloucestershire, Hereford & Worcester",,366,1201,161,189,SO436250,SO452363,99,267,SO 43688 25076,grassy knoll,trig point 8m to NW at SO 43682 25082 is 10cm lower,Abney level,,Ma,,28-Oct-01,,343686,225071,51.92131,-2.82026,"http://www.streetmap.co.uk/newmap.srf?x=343686&y=225071&z=3&sv=343686,225071&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO436250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2858,38.2,Wapley Hill,38B,"West Gloucestershire, Hereford & Worcester",,329,1079,137 148 149,201N,SO347624,SO327621,172,157,SO 34754 62449,on highest point of old mounds,,,,Ma,,10-Mar-07,,334752,262444,52.25629,-2.95731,"http://www.streetmap.co.uk/newmap.srf?x=334752&y=262444&z=3&sv=334752,262444&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO347624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2859,38.2,Shobdon Hill,38B,"West Gloucestershire, Hereford & Worcester",,326,1070,137 148 149,201N,SO381640,SO374625,154,172,SO 38197 64086,tiny cairn by oak tree,about 15m South of track,Abney level,,Ma,,10-Mar-07,,338195,264081,52.27141,-2.90718,"http://www.streetmap.co.uk/newmap.srf?x=338195&y=264081&z=3&sv=338195,264081&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO381640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2860,38.2,May Hill,38B,"West Gloucestershire, Hereford & Worcester",,296,971,162,14E,SO695212,SO651420,79,217,SO 69555 21282,small knoll in trees,about 15m from trig point and about 20cm higher at SO 69569 21272,Abney level,,Ma,,28-Oct-01,,369553,221277,51.88921,-2.44381,"http://www.streetmap.co.uk/newmap.srf?x=369553&y=221277&z=3&sv=369553,221277&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO695212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2861,38.2,Burton Hill,38B,"West Gloucestershire, Hereford & Worcester",,294,965,148 149,201S,SO394487,SO378501,98,196,SO 39417 48766,,,,,Ma,,28-Oct-01,,339415,248761,52.13382,-2.88656,"http://www.streetmap.co.uk/newmap.srf?x=339415&y=248761&z=3&sv=339415,248761&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO394487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2862,38.2,Ruardean Hill,38B,"West Gloucestershire, Hereford & Worcester",,290,951,162,14E,SO634169,SO681215,116,174,SO 63494 16919,site of original flagpole,about 10cm higher than ground by present flagpole and 5m away,Abney level,,Ma,,10-Mar-07,Trig point is at SO635168,363492,216914,51.84962,-2.53141,"http://www.streetmap.co.uk/newmap.srf?x=363492&y=216914&z=3&sv=363492,216914&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO634169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2863,38.2,Abberley Hill,38B,"West Gloucestershire, Hereford & Worcester",,285,935,138 150,204,SO751672,SO701746,138,147,SO 75192 67224,trig point: OS measurement,,,,"sMa,Hu",,28-Oct-01,,375190,267219,52.30254,-2.36526,"http://www.streetmap.co.uk/newmap.srf?x=375190&y=267219&z=3&sv=375190,267219&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO751672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2864,38.2,Aconbury Hill,38B,"West Gloucestershire, Hereford & Worcester",,276,906,149,189,SO505329,SO492302,119,157,SO 50585 33002,trig point,high point of dyke at SO 50643 33017 at least as high,Abney level,,Ma,,30-Jun-08,,350583,232997,51.99322,-2.72112,"http://www.streetmap.co.uk/newmap.srf?x=350583&y=232997&z=3&sv=350583,232997&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO505329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2865,38.2,Seager Hill,38B,"West Gloucestershire, Hereford & Worcester",,269,883,149,189,SO613389,SO657256,105,164,SO 61367 38951,no feature: ground on path,summit area very flat and exact position not identifiable with Abney.,Abney level,,Ma,,10-Nov-08,Alternative summit at SO624379 (hill 2866),361365,238946,52.04756,-2.56477,"http://www.streetmap.co.uk/newmap.srf?x=361365&y=238946&z=3&sv=361365,238946&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO613389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2866,38.2,Seager Hill,38B,"West Gloucestershire, Hereford & Worcester",,269,883,149,189,SO624379,,251,18,SO 62427 37936,no feature,,,,,,8-Jun-09,Alternative summit at SO613389 (hill 2865) - given as example only in RHB update sheet. Status changed to Unclassified,362425,237931,52.03851,-2.5492,"http://www.streetmap.co.uk/newmap.srf?x=362425&y=237931&z=3&sv=362425,237931&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO624379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,38.2,Hegdon Hill,38B,"West Gloucestershire, Hereford & Worcester",,254,833,149,202,SO585539,SO712439,98,156,SO 58528 53924,high point by fence,10m from trig point,,,Ma,,28-Oct-01,,358526,253919,52.18196,-2.60799,"http://www.streetmap.co.uk/newmap.srf?x=358526&y=253919&z=3&sv=358526,253919&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO585539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2868,38.2,Grendon Green,38B,"West Gloucestershire, Hereford & Worcester",,252,827,149,202,SO598573,,213,39,SO 59901 57396,trig point: OS measurement,,,,xMa,,10-Mar-07,,359899,257391,52.21328,-2.58833,"http://www.streetmap.co.uk/newmap.srf?x=359899&y=257391&z=3&sv=359899,257391&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO598573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,39,Cleeve Hill,39,Central and Eastern England,Cotswolds,330,1083,163,179,SO996245,SP367863,96,234,SO 99691 24602,fence line 5m W of trig,summit is 10cm below trig point fb,Abney level,,"Ma,CoH,CoA,CoU",Gloucestershire(CoH); Gloucestershire(CoA); Gloucestershire(CoU),20-Nov-09,"Col grid ref, col height and drop corrected",399689,224597,51.9199,-2.00592,"http://www.streetmap.co.uk/newmap.srf?x=399689&y=224597&z=3&sv=399689,224597&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO996245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2870,39,Walton Hill,39,Central and Eastern England,,316,1037,139,219S,SO942797,SO890996,106,210,SO 94261 79800,trig point: OS measurement,,,,Ma,,20-Nov-09,Col grid ref corrected,394260,279795,52.41613,-2.08582,"http://www.streetmap.co.uk/newmap.srf?x=394260&y=279795&z=3&sv=394260,279795&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO942797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2871,39,Bredon Hill,39,Central and Eastern England,Cotswolds,299,981,150,190,SO957402,SP008378,42,257,SO 95763 40267,no feature: 10m ESE of boulder with viewfinder,boulder was placed at summit probably in about 1995; summit is 10cm above boulder base,Abney level,,Ma,,28-Oct-01,,395761,240262,52.06073,-2.06323,"http://www.streetmap.co.uk/newmap.srf?x=395761&y=240262&z=3&sv=395761,240262&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO957402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2872,39,Milk Hill,39,Central and Eastern England,,294.3,966,173,157,SU104643,SU236632,147,147,SU 10427 64314,tiny cairn,,Leica NA730/530,,"sMa,Hu,CoH,CoA,CoU",Wiltshire(CoH); Wiltshire(CoA); Wiltshire(CoU),20-Nov-09,Unmarked flat top - 295m contour on 1:25k map in middle of field - may be inaccessible if crops in field.  5612 Tan Hill is 0.25m lower.,410425,164308,51.37773,-1.85159,"http://www.streetmap.co.uk/newmap.srf?x=410425&y=164308&z=3&sv=410425,164308&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SU104643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
